tenure,warehouse_to_home,num_devices_registered,preferred_order_category,satisfaction_score,marital_status,num_addresses,has_complained,days_since_last_order,cashback_amount,churn,days_missing_flag,tenure_missing_flag,tenure_segment
1,16.0,4,Mobile Phone,5,Married,3,0,1,142.9,1,0,0,1-3 months
0,15.0,5,Mobile,4,Single,2,0,2,127.6,1,0,0,Brand New (0mo)
25,25.0,3,Mobile Phone,2,Divorced,1,0,2,142.58,0,0,0,2+ years
6,14.0,4,Laptop & Accessory,2,Divorced,6,0,47,217.04,0,1,0,4-6 months
29,11.0,4,Laptop & Accessory,3,Married,2,1,3,165.35,0,0,0,2+ years
10,25.0,3,Laptop & Accessory,3,Married,4,0,2,157.68,0,0,0,7-12 months
16,9.0,4,Others,3,Married,7,0,15,313.8,0,0,0,1-2 years
1,7.0,5,Mobile Phone,4,Single,3,1,3,146.74,1,0,0,1-3 months
0,14.0,5,Mobile,5,Married,2,1,7,121.19,1,0,1,Brand New (0mo)
13,8.0,4,Mobile,3,Single,3,0,2,128.09,0,0,0,1-2 years
1,10.0,4,Laptop & Accessory,3,Single,11,0,1,170.77,1,0,0,1-3 months
0,19.0,4,Laptop & Accessory,5,Married,6,1,2,161.34,1,0,0,Brand New (0mo)
3,28.0,4,Laptop & Accessory,3,Divorced,3,1,0,163.8,1,0,0,1-3 months
3,16.0,5,Mobile Phone,1,Single,2,0,3,164.83,0,0,0,1-3 months
1,24.0,4,Mobile Phone,4,Married,3,0,1,147.1,1,0,0,1-3 months
3,22.0,6,Mobile Phone,2,Divorced,2,1,4,146.68,0,0,0,1-3 months
0,16.0,3,Grocery,5,Married,2,1,10,270.68,0,0,0,Brand New (0mo)
14,28.0,3,Laptop & Accessory,1,Married,4,1,3,154.67,0,0,0,1-2 years
19,17.0,4,Mobile Phone,1,Married,5,0,3,151.54,0,0,0,1-2 years
8,17.0,3,Mobile,3,Married,8,1,2,126.6,0,0,0,7-12 months
20,11.0,3,Others,3,Married,5,0,1,283.0,0,0,0,1-2 years
0,20.0,3,Fashion,1,Single,1,1,7,175.53,1,0,0,Brand New (0mo)
21,10.0,4,Fashion,3,Single,8,0,47,209.99,0,1,0,1-2 years
23,13.0,4,Others,3,Married,6,1,8,287.4,0,0,0,1-2 years
12,7.0,4,Fashion,3,Single,6,1,1,203.61,0,0,0,7-12 months
0,12.0,3,Mobile,3,Divorced,1,0,2,127.73,0,0,0,Brand New (0mo)
9,16.0,5,Laptop & Accessory,4,Single,11,0,1,190.4,0,0,0,7-12 months
18,9.0,4,Fashion,3,Single,7,1,47,227.09,0,1,0,1-2 years
9,32.0,4,Fashion,3,Married,3,1,47,228.88,0,1,0,7-12 months
0,16.0,2,Mobile,3,Divorced,4,1,7,122.13,0,0,1,Brand New (0mo)
29,29.0,3,Grocery,4,Married,5,1,9,234.02,0,0,0,2+ years
27,5.0,3,Laptop & Accessory,3,Single,8,0,0,137.8,0,0,0,2+ years
18,14.0,3,Laptop & Accessory,4,Married,9,0,15,123.48,0,0,0,1-2 years
1,8.0,5,Laptop & Accessory,5,Married,3,0,47,222.14,1,1,0,1-3 months
0,22.0,1,Mobile,5,Single,2,0,14,127.43,1,0,0,Brand New (0mo)
1,24.0,5,Mobile Phone,4,Married,3,0,1,146.27,0,0,0,1-3 months
8,30.0,4,Laptop & Accessory,3,Single,2,0,8,170.68,0,0,0,7-12 months
8,15.0,4,Fashion,3,Divorced,2,1,15,206.85,0,0,0,7-12 months
18,26.0,3,Grocery,1,Married,1,1,10,234.96,0,0,0,1-2 years
0,6.0,3,Laptop & Accessory,4,Married,2,0,4,163.97,0,0,0,Brand New (0mo)
20,14.0,3,Mobile,3,Single,5,0,0,124.79,1,0,0,1-2 years
23,25.0,5,Others,3,Married,3,1,10,320.02,0,0,0,1-2 years
6,7.0,5,Mobile Phone,4,Divorced,8,0,3,148.32,0,0,0,4-6 months
13,25.0,3,Laptop & Accessory,2,Divorced,9,1,7,127.41,0,0,0,1-2 years
0,7.0,3,Mobile Phone,1,Single,2,0,0,116.11,0,0,1,Brand New (0mo)
23,15.0,4,Fashion,4,Married,6,0,8,199.03,0,0,0,1-2 years
27,20.0,3,Laptop & Accessory,5,Married,3,0,4,169.5,0,0,0,2+ years
19,14.0,2,Laptop & Accessory,3,Married,6,0,3,189.34,0,0,0,1-2 years
1,16.0,5,Mobile Phone,5,Single,2,1,3,148.21,1,0,0,1-3 months
23,8.0,4,Grocery,3,Single,6,0,1,278.79,0,0,0,1-2 years
0,8.0,3,Mobile Phone,1,Divorced,7,1,2,137.22,1,0,0,Brand New (0mo)
2,17.0,4,Laptop & Accessory,3,Single,5,0,8,161.6,0,0,0,1-3 months
7,8.0,3,Laptop & Accessory,3,Single,3,0,2,140.33,0,0,0,7-12 months
4,19.0,4,Laptop & Accessory,3,Single,2,0,5,190.77,0,0,0,4-6 months
15,8.0,3,Laptop & Accessory,2,Divorced,2,0,2,140.89,0,0,0,1-2 years
17,9.0,3,Others,1,Married,5,1,1,295.13,0,0,0,1-2 years
9,16.0,3,Fashion,5,Married,8,1,7,183.21,0,0,0,7-12 months
2,27.0,1,Fashion,5,Married,2,0,8,199.8,0,0,0,1-3 months
1,16.0,4,Mobile Phone,3,Married,3,0,3,152.42,1,0,0,1-3 months
29,33.0,5,Others,1,Married,3,0,14,320.86,0,0,0,2+ years
19,9.0,4,Laptop & Accessory,4,Divorced,2,0,8,173.05,0,0,0,1-2 years
12,9.0,4,Laptop & Accessory,5,Married,5,0,8,193.93,0,0,0,7-12 months
1,26.0,5,Mobile Phone,5,Married,3,0,8,165.66,0,0,0,1-3 months
13,15.0,4,Laptop & Accessory,2,Divorced,10,0,2,148.76,0,0,0,1-2 years
1,35.0,3,Laptop & Accessory,5,Divorced,8,1,0,166.73,1,0,0,1-3 months
28,8.0,3,Fashion,4,Divorced,4,0,47,209.76,0,1,0,2+ years
12,14.0,3,Mobile Phone,3,Divorced,2,0,7,137.55,0,0,0,7-12 months
27,8.0,3,Fashion,3,Married,10,0,3,235.49,0,0,0,2+ years
9,15.0,3,Fashion,1,Married,5,0,3,200.96,1,0,0,7-12 months
0,6.0,3,Mobile,5,Single,3,0,2,120.8,0,0,1,Brand New (0mo)
0,14.0,3,Mobile,1,Single,2,0,4,134.45,0,0,0,Brand New (0mo)
23,7.0,4,Mobile Phone,5,Divorced,4,0,3,160.8,0,0,0,1-2 years
0,6.0,4,Mobile Phone,5,Divorced,2,0,3,139.55,0,0,0,Brand New (0mo)
7,8.0,3,Laptop & Accessory,2,Single,2,0,11,166.87,0,0,0,7-12 months
9,11.0,4,Mobile,5,Married,10,1,0,134.19,0,0,0,7-12 months
8,22.0,4,Fashion,1,Married,3,0,6,204.78,1,0,0,7-12 months
6,15.0,2,Laptop & Accessory,3,Married,7,0,4,176.75,0,0,0,4-6 months
7,15.0,3,Fashion,2,Married,1,0,6,185.0,0,0,0,7-12 months
9,12.0,3,Mobile,1,Married,1,0,11,132.1,0,0,0,7-12 months
1,10.0,4,Laptop & Accessory,3,Divorced,2,1,3,166.71,1,0,0,1-3 months
3,11.0,4,Laptop & Accessory,3,Married,2,0,2,161.18,0,0,0,1-3 months
12,18.0,3,Laptop & Accessory,4,Married,5,0,0,152.95,0,0,0,7-12 months
15,14.0,4,Mobile,5,Married,1,1,8,125.93,0,0,0,1-2 years
1,11.0,5,Laptop & Accessory,2,Single,3,1,4,169.87,0,0,0,1-3 months
23,14.0,5,Fashion,3,Single,10,0,1,234.65,0,0,0,1-2 years
9,25.0,4,Laptop & Accessory,3,Married,3,1,3,181.89,0,0,0,7-12 months
1,17.0,5,Mobile Phone,5,Single,3,0,1,139.16,1,0,0,1-3 months
15,35.0,5,Laptop & Accessory,2,Single,5,0,0,142.72,0,0,0,1-2 years
8,6.0,3,Fashion,3,Single,2,0,8,187.89,0,0,0,7-12 months
10,23.0,5,Laptop & Accessory,5,Married,6,0,3,181.47,0,0,0,7-12 months
10,27.0,3,Mobile,2,Divorced,6,0,0,129.73,0,0,0,7-12 months
3,10.0,4,Laptop & Accessory,3,Divorced,6,1,1,177.38,1,0,0,1-3 months
0,23.0,4,Mobile,4,Married,2,0,0,121.27,0,0,1,Brand New (0mo)
30,6.0,4,Laptop & Accessory,3,Single,8,0,3,154.73,0,0,0,2+ years
8,22.0,4,Grocery,5,Married,9,0,10,295.07,0,0,0,7-12 months
1,9.0,2,Mobile Phone,5,Single,9,0,2,159.24,0,0,0,1-3 months
1,10.0,4,Mobile Phone,1,Married,3,0,1,142.06,0,0,0,1-3 months
19,11.0,4,Laptop & Accessory,4,Married,3,0,9,169.47,0,0,0,1-2 years
0,27.0,1,Mobile,4,Married,2,0,13,120.28,0,0,1,Brand New (0mo)
1,10.0,5,Fashion,2,Divorced,3,1,47,228.25,1,1,0,1-3 months
21,8.0,2,Laptop & Accessory,4,Divorced,4,0,2,181.2,0,0,0,1-2 years
17,34.0,1,Grocery,2,Divorced,4,1,11,233.2,0,0,0,1-2 years
2,7.0,4,Mobile Phone,5,Married,3,0,3,160.91,0,0,0,1-3 months
2,8.0,3,Mobile,4,Divorced,1,0,2,131.8,0,0,0,1-3 months
3,6.0,3,Mobile Phone,4,Divorced,1,1,7,135.79,0,0,0,1-3 months
9,17.0,4,Mobile Phone,2,Married,3,0,3,164.17,0,0,0,7-12 months
30,16.0,3,Grocery,3,Single,1,0,8,238.72,0,0,0,2+ years
1,7.0,5,Mobile Phone,3,Married,3,1,1,154.33,0,0,0,1-3 months
19,6.0,3,Others,2,Married,10,0,2,296.27,0,0,0,1-2 years
2,9.0,4,Laptop & Accessory,4,Married,6,0,5,173.55,1,0,0,1-3 months
14,29.0,3,Fashion,3,Single,4,1,2,170.82,0,0,0,1-2 years
1,8.0,4,Mobile Phone,4,Single,3,1,3,148.02,1,0,0,1-3 months
1,7.0,4,Mobile Phone,2,Divorced,4,1,1,147.93,1,0,0,1-3 months
2,9.0,5,Mobile Phone,4,Married,2,0,5,157.01,0,0,0,1-3 months
3,12.0,4,Laptop & Accessory,1,Married,1,0,7,146.27,0,0,0,1-3 months
12,16.0,4,Mobile Phone,1,Married,4,0,4,172.71,0,0,0,7-12 months
11,26.0,4,Mobile Phone,4,Married,6,0,1,155.22,0,0,0,7-12 months
30,6.0,5,Laptop & Accessory,3,Married,3,1,2,156.6,0,0,0,2+ years
6,15.0,2,Laptop & Accessory,3,Divorced,7,0,4,176.75,0,0,0,4-6 months
1,9.0,4,Mobile Phone,4,Married,3,0,3,147.26,0,0,0,1-3 months
14,11.0,1,Laptop & Accessory,4,Single,4,0,2,168.7,0,0,0,1-2 years
2,36.0,6,Laptop & Accessory,4,Married,3,0,8,190.49,0,0,0,1-3 months
4,10.0,3,Laptop & Accessory,4,Single,2,0,7,193.55,1,0,0,4-6 months
3,9.0,4,Grocery,1,Married,9,0,6,246.69,1,0,0,1-3 months
11,23.0,4,Fashion,3,Married,1,0,9,188.23,0,0,0,7-12 months
11,7.0,3,Laptop & Accessory,1,Married,8,0,9,147.35,0,0,0,7-12 months
10,16.0,2,Mobile Phone,2,Single,4,0,0,146.8,0,0,0,7-12 months
11,6.0,3,Laptop & Accessory,4,Married,1,0,8,144.4,0,0,0,7-12 months
1,34.0,4,Laptop & Accessory,1,Single,3,1,8,183.13,1,0,0,1-3 months
14,33.0,4,Laptop & Accessory,5,Divorced,3,0,6,208.96,0,0,0,1-2 years
0,6.0,3,Mobile,1,Single,2,0,7,121.15,0,0,1,Brand New (0mo)
26,10.0,5,Fashion,3,Divorced,4,1,5,204.69,0,0,0,2+ years
28,16.0,4,Laptop & Accessory,3,Married,5,0,4,153.97,0,0,0,2+ years
1,20.0,4,Laptop & Accessory,4,Single,7,0,1,182.65,1,0,0,1-3 months
1,7.0,5,Mobile Phone,4,Single,3,1,3,145.7,0,0,0,1-3 months
5,13.0,3,Laptop & Accessory,2,Divorced,5,0,3,192.04,0,0,0,4-6 months
1,31.0,5,Laptop & Accessory,4,Single,2,1,11,170.99,1,0,0,1-3 months
18,10.0,3,Laptop & Accessory,4,Divorced,2,0,8,144.47,0,0,0,1-2 years
1,11.0,4,Mobile Phone,1,Single,11,1,1,147.85,1,0,0,1-3 months
1,31.0,4,Mobile Phone,4,Single,10,0,3,160.97,0,0,0,1-3 months
9,28.0,4,Laptop & Accessory,2,Divorced,3,1,8,165.14,0,0,0,7-12 months
18,8.0,4,Mobile Phone,1,Married,6,1,3,156.95,0,0,0,1-2 years
11,6.0,1,Laptop & Accessory,1,Single,1,0,8,176.25,0,0,0,7-12 months
27,15.0,3,Laptop & Accessory,3,Married,4,0,3,128.97,0,0,0,2+ years
4,7.0,6,Mobile Phone,3,Divorced,5,0,3,163.33,0,0,0,4-6 months
8,20.0,4,Fashion,3,Married,3,0,47,211.28,0,1,0,7-12 months
1,18.0,4,Mobile Phone,5,Married,2,0,5,145.99,0,0,0,1-3 months
12,10.0,4,Laptop & Accessory,2,Single,10,1,1,193.61,0,0,0,7-12 months
17,34.0,4,Fashion,5,Married,10,0,2,233.2,0,0,0,1-2 years
5,9.0,5,Laptop & Accessory,5,Married,5,0,1,189.1,0,0,0,4-6 months
1,12.0,4,Mobile Phone,1,Single,2,1,3,148.79,0,0,0,1-3 months
24,36.0,5,Grocery,3,Divorced,2,0,8,295.46,0,0,0,1-2 years
20,8.0,3,Grocery,1,Married,2,1,0,267.52,0,0,0,1-2 years
2,6.0,1,Laptop & Accessory,3,Single,9,1,2,162.94,0,0,0,1-3 months
4,26.0,3,Mobile,4,Single,2,1,2,131.4,1,0,0,4-6 months
21,9.0,5,Mobile Phone,1,Single,3,1,3,157.94,0,0,0,1-2 years
5,7.0,3,Laptop & Accessory,5,Married,5,0,2,140.87,0,0,0,4-6 months
12,7.0,4,Laptop & Accessory,1,Married,9,0,10,172.35,0,0,0,7-12 months
30,31.0,3,Fashion,5,Single,8,0,9,176.37,0,0,0,2+ years
14,9.0,2,Laptop & Accessory,4,Divorced,3,0,8,167.44,0,0,0,1-2 years
9,7.0,4,Laptop & Accessory,3,Divorced,11,0,10,172.17,0,0,0,7-12 months
5,9.0,4,Mobile Phone,3,Married,3,0,4,159.77,0,0,0,4-6 months
30,24.0,3,Fashion,1,Single,7,0,4,205.12,0,0,0,2+ years
9,14.0,4,Mobile Phone,3,Divorced,3,0,1,149.04,0,0,0,7-12 months
3,8.0,4,Mobile Phone,5,Single,1,0,7,149.68,0,0,0,1-3 months
30,15.0,4,Mobile,4,Married,5,1,0,133.46,0,0,0,2+ years
14,34.0,4,Grocery,4,Married,1,0,10,235.7,0,0,0,1-2 years
26,32.0,5,Grocery,1,Married,5,0,1,263.26,0,0,0,2+ years
0,8.0,1,Mobile,1,Married,2,0,7,120.11,0,0,1,Brand New (0mo)
18,11.0,4,Laptop & Accessory,4,Single,11,0,4,184.33,0,0,0,1-2 years
0,17.0,3,Laptop & Accessory,5,Married,2,1,3,147.41,0,0,0,Brand New (0mo)
10,6.0,4,Mobile Phone,5,Divorced,3,0,2,139.2,0,0,0,7-12 months
9,7.0,2,Mobile Phone,3,Single,5,0,3,150.06,0,0,0,7-12 months
15,30.0,3,Fashion,5,Married,2,1,8,174.06,0,0,0,1-2 years
27,6.0,3,Fashion,3,Married,8,0,4,205.02,0,0,0,2+ years
9,14.0,3,Fashion,3,Married,2,0,8,200.96,0,0,0,7-12 months
6,15.0,2,Laptop & Accessory,1,Married,3,0,9,187.09,0,0,0,4-6 months
12,6.0,3,Others,3,Married,2,1,6,291.97,0,0,0,7-12 months
27,15.0,4,Grocery,2,Divorced,7,0,3,243.36,0,0,0,2+ years
13,14.0,3,Laptop & Accessory,3,Married,4,1,3,167.96,1,0,0,1-2 years
0,21.0,3,Mobile,3,Married,2,0,2,122.07,0,0,1,Brand New (0mo)
7,17.0,4,Laptop & Accessory,4,Divorced,5,0,8,144.9,0,0,0,7-12 months
1,9.0,4,Mobile Phone,3,Married,8,1,3,164.77,0,0,0,1-3 months
23,6.0,3,Laptop & Accessory,3,Divorced,1,0,13,163.47,0,0,0,1-2 years
28,6.0,4,Laptop & Accessory,3,Single,9,0,1,162.8,0,0,0,2+ years
10,35.0,3,Fashion,4,Married,2,1,47,218.49,1,1,0,7-12 months
19,8.0,3,Grocery,5,Married,9,0,9,270.48,0,0,0,1-2 years
3,33.0,3,Laptop & Accessory,1,Married,8,0,7,153.04,0,0,0,1-3 months
0,14.0,4,Mobile,3,Single,2,0,2,126.25,1,0,0,Brand New (0mo)
0,6.0,3,Mobile,2,Divorced,3,1,0,122.93,1,0,1,Brand New (0mo)
0,7.0,4,Mobile Phone,3,Married,2,0,0,115.63,0,0,1,Brand New (0mo)
31,9.0,4,Grocery,4,Married,6,0,15,287.91,0,0,0,2+ years
3,15.0,3,Laptop & Accessory,3,Single,8,1,7,146.95,0,0,0,1-3 months
3,8.0,5,Grocery,1,Married,5,0,8,286.24,0,0,0,1-3 months
11,6.0,3,Fashion,3,Single,5,1,0,178.61,0,0,0,7-12 months
23,8.0,3,Grocery,5,Divorced,3,0,2,278.56,0,0,0,1-2 years
3,26.0,3,Laptop & Accessory,5,Married,1,0,2,199.57,0,0,0,1-3 months
21,9.0,4,Laptop & Accessory,1,Married,7,0,5,175.7,0,0,0,1-2 years
3,14.0,4,Laptop & Accessory,2,Married,3,1,1,191.23,0,0,0,1-3 months
1,9.0,6,Laptop & Accessory,1,Single,5,0,1,175.71,0,0,0,1-3 months
5,32.0,3,Laptop & Accessory,2,Divorced,1,0,2,144.65,0,0,0,4-6 months
14,14.0,5,Fashion,1,Single,3,0,3,206.5,1,0,0,1-2 years
11,8.0,3,Mobile,3,Married,7,1,1,130.57,0,0,0,7-12 months
14,8.0,4,Grocery,5,Married,4,0,17,293.23,0,0,0,1-2 years
7,13.0,4,Laptop & Accessory,1,Married,5,0,8,202.25,0,0,0,7-12 months
10,10.0,4,Mobile Phone,4,Married,3,0,8,161.92,0,0,0,7-12 months
4,36.0,4,Fashion,4,Married,5,0,47,217.5,0,1,0,4-6 months
0,22.0,3,Mobile,4,Divorced,10,0,2,128.11,0,0,0,Brand New (0mo)
8,8.0,5,Laptop & Accessory,5,Single,2,0,10,178.43,0,0,0,7-12 months
1,23.0,6,Mobile Phone,5,Married,3,1,1,148.07,1,0,0,1-3 months
22,14.0,3,Fashion,4,Married,5,0,7,174.03,0,0,0,1-2 years
1,16.0,4,Laptop & Accessory,5,Married,6,0,8,178.46,1,0,0,1-3 months
20,7.0,2,Grocery,5,Single,3,0,13,300.67,0,0,0,1-2 years
18,8.0,3,Laptop & Accessory,4,Married,1,0,7,148.05,0,0,0,1-2 years
30,30.0,1,Fashion,1,Married,4,1,4,194.39,0,0,0,2+ years
2,14.0,3,Mobile,2,Single,2,0,5,123.4,0,0,0,1-3 months
6,10.0,4,Fashion,1,Single,5,0,8,236.59,0,0,0,4-6 months
0,34.0,3,Mobile,1,Married,5,0,3,121.32,0,0,1,Brand New (0mo)
13,14.0,3,Laptop & Accessory,3,Divorced,4,1,3,167.96,1,0,0,1-2 years
10,6.0,3,Fashion,2,Married,3,1,2,236.03,0,0,0,7-12 months
18,7.0,3,Fashion,4,Married,2,0,7,174.41,0,0,0,1-2 years
28,20.0,2,Others,4,Single,9,0,15,287.22,0,0,0,2+ years
18,17.0,4,Laptop & Accessory,1,Married,4,1,4,189.65,0,0,0,1-2 years
4,10.0,4,Mobile Phone,2,Divorced,6,0,5,145.97,0,0,0,4-6 months
24,9.0,4,Grocery,5,Divorced,4,0,3,303.56,0,0,0,1-2 years
1,16.0,4,Laptop & Accessory,5,Single,5,1,4,207.24,1,0,0,1-3 months
15,10.0,3,Others,1,Married,2,0,15,292.32,0,0,0,1-2 years
10,17.0,4,Fashion,3,Divorced,5,0,8,195.94,0,0,0,7-12 months
17,22.0,5,Laptop & Accessory,1,Married,5,0,3,193.04,0,0,0,1-2 years
10,10.0,4,Mobile Phone,4,Divorced,3,0,8,161.92,0,0,0,7-12 months
2,14.0,3,Mobile,1,Married,5,0,7,125.14,0,0,0,1-3 months
13,28.0,5,Laptop & Accessory,2,Divorced,5,1,5,186.2,0,0,0,1-2 years
20,10.0,3,Laptop & Accessory,3,Single,4,0,0,129.76,0,0,0,1-2 years
9,30.0,6,Mobile Phone,3,Married,2,0,4,152.05,0,0,0,7-12 months
4,9.0,3,Fashion,3,Married,10,0,2,236.75,0,0,0,4-6 months
0,14.0,1,Mobile,4,Single,10,0,2,121.09,0,0,1,Brand New (0mo)
22,9.0,4,Laptop & Accessory,2,Divorced,4,0,8,165.51,0,0,0,1-2 years
23,27.0,4,Laptop & Accessory,5,Married,3,0,12,190.67,0,0,0,1-2 years
5,13.0,4,Laptop & Accessory,3,Divorced,2,0,8,154.84,0,0,0,4-6 months
5,14.0,5,Fashion,3,Married,3,0,47,214.43,0,1,0,4-6 months
1,11.0,5,Mobile Phone,2,Divorced,2,0,5,156.62,0,0,0,1-3 months
2,17.0,4,Mobile Phone,4,Divorced,3,0,1,135.52,0,0,0,1-3 months
0,17.0,1,Laptop & Accessory,3,Married,1,0,3,140.11,0,0,0,Brand New (0mo)
1,12.0,2,Laptop & Accessory,5,Married,3,0,6,165.0,0,0,0,1-3 months
17,9.0,4,Laptop & Accessory,1,Married,3,0,8,181.75,0,0,0,1-2 years
0,8.0,3,Laptop & Accessory,2,Divorced,1,0,2,142.27,0,0,0,Brand New (0mo)
13,8.0,4,Laptop & Accessory,3,Divorced,7,0,0,134.48,0,0,0,1-2 years
2,34.0,6,Laptop & Accessory,5,Married,2,0,1,25.0,0,0,0,1-3 months
2,7.0,4,Mobile Phone,1,Married,3,0,4,145.44,0,0,0,1-3 months
25,17.0,3,Laptop & Accessory,3,Married,9,0,4,131.49,0,0,0,2+ years
18,13.0,3,Mobile Phone,3,Married,5,1,2,144.77,0,0,0,1-2 years
6,16.0,4,Laptop & Accessory,2,Divorced,3,1,6,188.22,0,0,0,4-6 months
7,27.0,1,Laptop & Accessory,1,Single,2,0,7,153.37,0,0,0,7-12 months
1,9.0,4,Mobile Phone,5,Married,3,0,1,148.41,0,0,0,1-3 months
6,36.0,5,Mobile Phone,4,Single,3,0,2,153.37,0,0,0,4-6 months
11,34.0,2,Laptop & Accessory,3,Single,6,1,4,188.97,1,0,0,7-12 months
19,13.0,3,Fashion,3,Married,7,0,7,208.45,0,0,0,1-2 years
26,6.0,4,Fashion,4,Single,9,0,47,229.45,0,1,0,2+ years
12,28.0,3,Fashion,5,Single,2,1,8,208.8,0,0,0,7-12 months
11,13.0,4,Laptop & Accessory,2,Divorced,6,0,2,190.02,0,0,0,7-12 months
14,7.0,4,Grocery,5,Married,4,0,17,293.23,0,0,0,1-2 years
16,10.0,2,Laptop & Accessory,1,Married,4,1,4,177.31,0,0,0,1-2 years
0,30.0,3,Mobile Phone,4,Single,9,0,2,135.97,0,0,0,Brand New (0mo)
21,9.0,4,Grocery,3,Married,5,0,7,296.69,0,0,0,1-2 years
5,19.0,4,Mobile Phone,2,Divorced,10,1,3,164.29,0,0,0,4-6 months
14,15.0,5,Fashion,4,Married,4,0,9,262.57,0,0,0,1-2 years
15,35.0,3,Laptop & Accessory,3,Married,3,0,2,145.56,0,0,0,1-2 years
25,33.0,4,Grocery,3,Divorced,4,0,18,288.07,0,0,0,2+ years
20,11.0,5,Others,4,Married,4,0,9,312.89,0,0,0,1-2 years
6,13.0,3,Laptop & Accessory,5,Married,1,0,3,143.73,0,0,0,4-6 months
30,7.0,3,Others,5,Married,4,1,5,297.01,0,0,0,2+ years
8,35.0,5,Laptop & Accessory,3,Married,3,0,8,192.12,0,0,0,7-12 months
6,13.0,3,Laptop & Accessory,5,Divorced,1,0,3,143.73,0,0,0,4-6 months
11,16.0,6,Grocery,3,Married,9,0,11,254.36,1,0,0,7-12 months
8,29.0,3,Mobile Phone,5,Married,4,1,2,140.14,0,0,0,7-12 months
2,8.0,4,Mobile Phone,5,Married,3,0,3,160.91,0,0,0,1-3 months
8,13.0,4,Laptop & Accessory,3,Single,3,0,11,173.09,0,0,0,7-12 months
7,21.0,3,Fashion,1,Married,2,0,5,179.78,1,0,0,7-12 months
22,24.0,3,Laptop & Accessory,1,Married,2,1,7,168.04,0,0,0,1-2 years
23,14.0,3,Mobile,2,Divorced,5,0,0,123.8,0,0,0,1-2 years
0,15.0,1,Mobile Phone,3,Married,2,0,4,144.01,0,0,0,Brand New (0mo)
1,23.0,6,Mobile Phone,5,Single,3,1,8,164.19,1,0,0,1-3 months
28,6.0,1,Grocery,2,Married,3,0,0,247.32,0,0,0,2+ years
7,15.0,5,Mobile Phone,2,Single,2,0,3,148.42,0,0,0,7-12 months
0,10.0,4,Laptop & Accessory,1,Single,2,1,4,158.28,1,0,0,Brand New (0mo)
1,7.0,4,Mobile Phone,2,Single,3,1,9,151.86,1,0,0,1-3 months
1,22.0,5,Mobile Phone,5,Married,2,0,4,172.74,0,0,0,1-3 months
7,14.0,4,Fashion,3,Divorced,2,0,8,241.91,0,0,0,7-12 months
12,17.0,4,Laptop & Accessory,2,Single,3,1,4,181.66,0,0,0,7-12 months
11,35.0,3,Laptop & Accessory,2,Divorced,4,0,7,162.61,0,0,0,7-12 months
16,31.0,4,Fashion,5,Married,3,1,9,199.06,0,0,0,1-2 years
6,22.0,4,Laptop & Accessory,1,Married,7,0,3,191.67,0,0,0,4-6 months
28,8.0,4,Others,5,Married,9,0,0,290.38,0,0,0,2+ years
9,7.0,5,Fashion,5,Married,3,1,7,202.52,0,0,0,7-12 months
2,14.0,4,Mobile,1,Married,7,0,3,125.32,0,0,0,1-3 months
18,7.0,4,Laptop & Accessory,5,Married,7,1,4,179.54,0,0,0,1-2 years
0,15.0,3,Mobile,5,Single,2,0,2,127.28,0,0,0,Brand New (0mo)
18,31.0,4,Laptop & Accessory,1,Married,1,0,8,159.06,0,0,0,1-2 years
2,25.0,3,Laptop & Accessory,1,Married,5,0,2,142.62,0,0,0,1-3 months
29,7.0,4,Fashion,1,Married,5,0,47,227.39,0,1,0,2+ years
8,8.0,3,Laptop & Accessory,1,Married,3,0,7,157.62,0,0,0,7-12 months
27,7.0,5,Grocery,3,Married,6,1,3,254.65,0,0,0,2+ years
24,7.0,4,Grocery,2,Married,11,0,4,298.99,0,0,0,1-2 years
6,31.0,4,Laptop & Accessory,1,Married,3,0,8,178.09,0,0,0,4-6 months
27,13.0,4,Laptop & Accessory,2,Single,4,0,3,149.5,0,0,0,2+ years
1,33.0,4,Mobile Phone,1,Married,3,0,3,154.04,0,0,0,1-3 months
5,7.0,6,Laptop & Accessory,3,Married,2,0,5,168.45,0,0,0,4-6 months
15,29.0,4,Laptop & Accessory,1,Married,5,1,4,179.67,0,0,0,1-2 years
1,7.0,6,Mobile Phone,3,Single,3,0,1,138.59,1,0,0,1-3 months
8,27.0,2,Mobile Phone,3,Divorced,2,0,1,150.85,0,0,0,7-12 months
7,27.0,2,Laptop & Accessory,2,Single,2,0,7,153.37,0,0,0,7-12 months
14,7.0,4,Laptop & Accessory,3,Married,9,0,2,192.28,1,0,0,1-2 years
1,26.0,5,Mobile Phone,4,Married,3,1,1,149.13,1,0,0,1-3 months
15,8.0,1,Laptop & Accessory,5,Divorced,8,0,3,162.72,0,0,0,1-2 years
11,32.0,4,Laptop & Accessory,3,Married,5,1,8,169.49,0,0,0,7-12 months
9,6.0,3,Laptop & Accessory,4,Married,1,0,5,152.28,0,0,0,7-12 months
0,31.0,4,Mobile,4,Single,5,1,2,123.13,1,0,1,Brand New (0mo)
23,15.0,5,Grocery,4,Divorced,8,0,4,256.2,0,0,0,1-2 years
0,8.0,4,Laptop & Accessory,4,Single,8,1,2,199.07,1,0,0,Brand New (0mo)
1,13.0,4,Mobile Phone,5,Married,6,1,3,145.73,1,0,0,1-3 months
12,9.0,5,Laptop & Accessory,1,Married,5,0,6,177.49,0,0,0,7-12 months
